CONFERENCE_EVENT,"Coney Island is calling!
Spend the Summer working at Luna Park in Coney Island!
Come to the Luna Park Job Fair
Friday, February 26th 10am ‰ÛÒ 6pm
B&B Carousell
Located on the Boardwalk between Kensington Walk and the Parachute Jump.
Visit our Employment page for a list of current opportunities:
LunaParkNYC.com/about/employment
*Please note that all candidates must be 18 years of age or older,
and must bring an updated copy of their resume in order to be interviewed.*
For more information, contact us at 718-373-5862 or Info@LunaParkNYC.com",1,CONFERENCE_EVENT
Cebo, Kat Wildish, Yuki Hasegawa, Yoshi Amao, Julia Ehrstrand, Bo Park, Robert Bynes, Alexandre Barranco, Omer Ephron, Alexis Robbins, Bingyao Yu, Courtney Murray, Janice Tomlinson, Sarah Richman and Nami Kaigaishi

--

*The Box Office will open one hour prior to each performance.
**Please present printed ticket to box office upon arrival to receive performance program.

No refunds or exchanges available.
Tickets not claimed 10 minutes prior to start of each performance will be released to the waitlist with no refund given.
For questions, please contact the box office at 212.505.0886.",1,DANCE_EVENT

DANCE_EVENT,"Join us for this summer extravaganza, celebrating 33 years of DIVERSITY IN DANCE! 

Peridance is extremely proud to announce its ANNUAL GALA
Celebrating 33 years of DIVERSITY IN DANCE!

Friday, June 10th, 7:30pm
Marian Anderson Theater, Aaron Davis Hall 
City College of New York 


Peridance Capezio Center, led by Founder and Artistic Director Igal Perry, celebrates its 33rd Anniversary with an outstanding one-night Gala performance, honoring and promoting diversity. 

Stunning performances by Peridance Contemporary Dance Company, the Limon School, and The Peridance Youth Ensemble. Additional performances by The School at Peridance, the Certificate Program, James White, Emily Greenwell, and Peridance partners Djoniba Dance Centre and BAILA Society. 

TICKETS ATART AT $20
https://www.peridance.com/annual-gala.cfm",1,DANCE_EVENT

CLASS_EVENT,"We at Peridance Capezio Center would like to invite you to train with us this summer in New York City!

On Sunday, April 3rd, we will be in Tampa holding an audition for our two-year professional training program as well as two of our summer intensives:

Certificate Program: 2-year training program / Ages 17-25 / Fall 2016 Start
BLUEPRINT Intensive: 2-week summer training program / Ages 17-22 / August 8th-20th, 2016 / Housing available
Teen Intensive: 3-week summer training program / Ages 13-17 / June 27th-July 17th, 2016 / Housing available

We also offer a Core Intensive for dancers ages 10-13, from August 1st-12th, 2016. We will not be auditioning for this program in Tampa; however, we encourage any students interested in this program to submit a video audition! 

We would love to see you at our Tampa audition!
If you wish to attend, please register online in advance at the appropriate link:

Certificate Program: https://www.peridance.com/certificate-program-audition.cfm
BLUEPRINT Intensive: https://www.peridance.com/blueprint-audition.cfm
Teen Intensive: https://www.peridance.com/summer-intensive-audition.cfm 
Core Intensive: https://www.peridance.com/childrens-summer-programs-dance-intensive.cfm (Registration for Video Audition is listed at the bottom of the page)",1,CLASS_EVENT

DANCE_EVENT,"PERIDANCE'S FACULTY & STUDENT SHOWCASES
FEBRUARY 20TH - 21ST, 2016
Tickets $24 General Admission  |  $16 with Student ID

Presented at the Salvatore Capezio Theater at Peridance, the bi-annual Faculty and Student Showcases demonstrate the artistry and talent of Peridance Capezio Center's faculty and students, within a vast array of choreographic styles. From Ballet and Contemporary movement to African, Salsa and Hip-Hop! These performances are a major highlight at Peridance, known for their exciting, diverse, and high-caliber quality.

""With this showcase, Peridance has created a chance to drum up interest in its diverse faculty... I found myself with renewed interest in getting to dance class myself.""
‰ÛÒRachel Rizzuto, Dance Teacher Magazine

Please see programming below.

Saturday, February 20th at 8:00pm
PROGRAM A - Faculty
presenting choreography by...
Becky Brown, Enzo Celli, Grant Chang, Marijke Eliasberg & Jana Hicks, Diego Funes, Emily Greenwell, Rachel Hettinger, Vivake Khamsingsavth, Yuka Kawazu, Nobuya Nagahama, Jackie Nowicki, James White

Sunday, February 21st at 4:00pm
PROGRAM B - Faculty & Students
presenting choreography by...
Cesar Brodermann, Enzo Celli, Marijke Eliasberg & Jana Hicks, Rachel Hettinger, Vivake Khamsingsavth, Yuka Kawazu, Dan Lai, Fatima Logan, Bree McCormack, Nobuya Nagahama, Kirsten Schranze, Yasmin Shoenmann

Sunday, February 21st at 7:30pm
PROGRAM C - Faculty & Students
presenting choreography by...
Becky Brown, Grant Chang, Diego Funes, Kenya Gibson, Emily Greenwell, Yuika Iso, Nami Kaigaishi, Gabriel Nieto, Jackie Nowicki, Alexis Robbins, Rae-Ann Thomas, James White

--

*The Box Office will open one hour prior to each performance.
**No refunds or exchanges are available.  Please present printed ticket to box office upon arrival to receive performance program.",1,DANCE_EVENT

DANCE_EVENT,"The Graduate Showcase at Peridance will be held on January 31st 2016 and will honor our Winter 2016 Graduates as they make their way into the professional world of dance. The program includes work by Candace Brown, Soraya Lundy, Cheryl Copeland, MADBOOTS, Julia Ehrstrand, and James White. It also features two video premieres by Commercial students Kirstie Cameron and Josephine Remy and a special choreography premiere by our very own Contemporary student Cesar Brodermann. Please come and support these dancers hard work in the completion of their 2 year program.",1,DANCE_EVENT

DANCE_EVENT,"Peridance Capezio Center is proud to be presenting 18 innovative dance companies during the 2016 Association of Performing Arts Presenters Conference week, at the renowned Salvatore Capezio Theater - an official APAP conference venue. With over 30 years of experience in the dance arena, a brand new theater, and a contemporary perspective, Peridance Capezio Center carefully curates its programs to reflect the artistic excellence, creativity, diversity and audience appeal presenters are looking for.

Find our Artists and more information here:  http://www.peridance.com/salvatore-apap-showcases.cfm",1,DANCE_EVENT

CLASS_EVENT,"Igal Perry will be in Tel Aviv to audition dancers (and offer several scholarships) for three of Peridance Capezio Center‰Ûªs training programs: The Certificate Program, BLUEPRINT and Teen Summer Intensive. 

Auditions will be held on Friday, December 18th at Bikurey Ha'itim Center (6 Heftman Street, Tel Aviv). 

All those interested to audition must PRE-REGISTER at http://www.peridance.com/intlaudition/ by Monday, December 14st, 2015. Choose the program you are auditioning for and follow instructions. 
The cost will be $20 (80 shekels) per student.


Teen Summer Intensive (ages 13-17)
Sign-in: 10:00am
Audition 10:30am -12:00pm
 
BLUEPRINT/Certificate Program (ages 17-25)
Sign-in: 1:00pm
Audition: 1:30pm -3:00pm 


Hope to see you there!",1,CLASS_EVENT

DANCE_EVENT,"Join Peridance Capezio Center's Artistic Director and
Choreographer Igal Perry for an innovative contemporary ballet
experience, a new tradition that pushes the boundaries of
the holiday favorite you know and love!

Friday December 11th, 2015 at 8:30pm
Saturday December 12th, 2015 at 6:30pm, with a cocktail reception to follow
Sunday December 13th, 2015 at 4:00pm and 7:00pm",1,DANCE_EVENT

DANCE_EVENT,"Come experience Peridance's unparalleled creativity and talent! 

Peridance Faculty Showcase
Saturday, June 27th, 2015 at 8:00pm
Sunday, June 28th, 2015 at 4:00pm
Tickets available online: http://peridance.ticketleap.com/peridance-summer-2015-faculty-showcase/

Featuring work by
Yoshi Amao, Shawn T. Bible, Ashley Carter and Vanessa Martinez de Banos, Julia Ehrstrand, The Next Stage Project/Marijke Eliasberg & Jana Hicks, Mike Esperanza, Yuki Hasegawa, Shelly Hutchinson, Sekou McMiller, Sue Samuels

""With this showcase, Peridance has created a chance to drum up interest in its diverse faculty... I found myself with renewed interest in getting to dance class myself."" - Rachel Rizzuto/Dance Teacher Magazine

ALSO JOIN US... Peridance Student Showcase
Sunday, June 28th at 7pm

Featuring work by
Aaron Atkins, BAIT/Lauren Kravitz & Shantel Prado, Shay Bares, Omer Ephron, Paulina Espinosa, Melissa Jensen, Samuel Asher Kunzman, Lisa Mariani, Moeka Matsui, Ashley Menestrina, Matteo Nacci, Jackie Nowicki

Tickets are only available at the Peridance Box Office and at the door.  Please call (212) 505-0886 or visit our office (126 East 13th Street, 2nd Floor) Monday through Friday 10am - 4pm.",1,DANCE_EVENT

DANCE_EVENT,"Join us for this summer extravaganza!

Peridance Capezio Center, led by Founder and Artistic Director Igal Perry, celebrates its Annual Gala with an outstanding one-night concert performance, honoring Faculty member Graciela Kozak‰Ûªs 30-years at Peridance!

Stunning performances by Peridance Contemporary Dance Company, the Limon Company, and The Peridance Youth Ensemble. Additional performances by The School at Peridance, the Certificate Program, faculty members, and Peridance partners Djoniba Dance Centre and BAILA Society.

TICKETS HERE: http://nyuskirball.org/calendar/peridancegala2015

$20 Student
$45 General Admission
$100 Deluxe Ticket (Priority Tickets + VIP reception)

ALL Ticket buyers are welcome to join us for a post-performance party at Peridance Capezio Center directly following the event with drinks, food, and tons of dancing of course!

DELUXE Ticket buyers are invited to attend a pre-performance prosecco reception at Skirball Center (starts at 7:45pm).

Please feel free to post your Peridance photos HERE! Please share with us your history with Peridance!

http://vimeo.com/85352371",1,DANCE_EVENT

DANCE_EVENT,"Peridance Capezio Center proudly presents the Winter 2015 Faculty and Student Showcases!

Peridance brings together the amazing choreography and talent of our faculty and our students in an array of styles including contemporary, jazz, tap, and modern!

FACULTY SHOWCASE
Saturday, February 7th, 2015 - 8:00pm
Sunday, February 8th, 2015 - 4:00pm

Featuring works by...
Becky Brown
Terry (Cebo) Carr
Grant Chang
Cheryl Copeland
Mike Esperanza
Diego Funes
Shelly Hutchinson
Jonathan Howard Katz 
Katharine Pettit
Yaeko Sasaki
Fahad Siadat
*does not reflect show order

--

STUDENT SHOWCASE
Sunday, February 8th, 2015 - 7:00pm

Featuring works by...
Aaron Atkins
Shay Bares
Mishi Castroverde
Nuria Fandos
Valeriana Gonzalez
Tsai His Hung
Omar Krystion
Martha Lavery
Liz Marrero
Dionna PridGeon
Carley Santori
Sedrig Verwoert
Eryn Renee Young

The Showcases tend to sell out, so we recommend getting your tickets in advance.  Please visit peridance.com for ticket information!",1,DANCE_EVENT

CLASS_EVENT,"Peridance Capezio Center is proud to announce its upcoming Audition Tour!! Look for us at a city near you!

Peridance will be auditioning for the following programs: 

CERTIFICATE PROGRAM: 
2-year program designed for serious students who want to invest in an intensive collegiate-level training program. This program offers two tracks: Ballet/Contemporary and Commercial.  Fall 2015 start.

SUMMER INTENSIVE: 
Three week intensive June 29 - July 19, 2015 for ages 12-17.

BLUEPRINT SUMMER INTENSIVE: 
Two week intensive August 10 - 22, 2015 for pre-professional level dancers ages 16-22.

To register go to: http://www.peridance.com/audition-tour.cfm.

JANUARY 24TH  -  12P-3P  -  NORTH HOLLYWOOD, CA
Movement Lifestyle

FEBRUARY 1ST  -  9:30A-2P  -  NEW YORK, NY
Peridance Capezio Center

FEBRUARY 21ST  -  3P-6:30P  -  CHICAGO, IL
Visceral Dance Center

FEBRUARY 28TH  -  11:30A-3P  -  MIAMI, FL
Miami Dade College

MARCH 1ST  -  11:30A-3P  -  TAMPA, FL
Howard W. Blake High School

MARCH 22ND  -  9:30A-2PM  -  NEW YORK, NY
Peridance Capezio 

APRIL 16TH  -  5:30P-8P  -  COLORADO SPRINGS, CO
Russell Middle School",1,CLASS_EVENT

DANCE_EVENT,"Peridance Capezio Center is proud to be presenting over 20 innovative dance companies during the 2015 Association of Performing Arts Presenters Conference week, at the renowned Salvatore Capezio Theater - an official APAP conference venue. With over 30 years of experience in the dance arena, a brand new theater, and a contemporary perspective, Peridance Capezio Center carefully curates its programs to reflect the artistic excellence, creativity, diversity and audience appeal presenters are looking for.

Find our Artists and more information here:  http://www.peridance.com/salvatore-apap-showcases.cfm",1,DANCE_EVENT

DANCE_EVENT,"Join Peridance Capezio Center's Artistic Director and Choreographer Igal Perry for an innovative contemporary ballet experience, a new tradition that pushes the boundaries of the holiday favorite you know and love!

Saturday, December 13th
at 7:00pm following with a cocktail reception

Sunday, December 14that 2:30pm & 6:00pm

This 3 -part dance extravaganza will be set to excerpts from Tchaikovsky's original score as well as new music for an exciting new take on the Nutcracker. Presented in Peridance's state-of-the-art, in-house Salvatore Capezio Theater,Winter Journey brings dreams to life and is a holiday event to remember! The performance showcases a cast of over 100 dancers including young students from The School at Peridance, pre-professionals from the Certificate Program and the International Student Programs, and professional dancers from the Peridance Contemporary Dance Company.

GET TICKETS
Saturday, December 13th @ 7:00pm 
$50 (includes a post performance cocktail reception)

Sunday, December 14th @ 2:30pm & 6:00pm 
General admission $30 
Student/Senior $20 Children (under 12) $15

 **Children 5 years and under do not need a ticket, however, they must sit in the lap of an accompanying adult throughout the performance. 

Peridance will not release pre-purchased tickets. All tickets will be held at the box office for purchaser to pick-up.",1,DANCE_EVENT

DANCE_EVENT,"Peridance Capezio Center is proud to announce this year‰Ûªs Peridance Presents as one jam-packed, curated weekend. 

Four dance companies will grace the Salvatore Capezio Theater‰Ûªs stage and together showcase what Peridance Presents is all about: to enrich and entertain a broad spectrum of audiences by bringing to the stage the highest caliber of contemporary dance performance.

Participating companies are: 
Peridance Contemporary Dance Company (Artistic Director Igal Perry)
SynthesisDANCE (Artistic Director Tracie Stanfield)
Mettin Movement (Artistic Director Sarah Mettin)
:pushing progress (Artistic Director Calen J. Kurka).

Tickets are $25 for General Admission and $20 for Students and Seniors. Tickets are available for purchase online at http://www.peridance.com/salvatore-peridance-presents.cfm or at the Box Office: 212-505-0886.",1,DANCE_EVENT

DANCE_EVENT,"Peridance Capezio Center proudly presents the Summer 2014 Faculty and Student Showcases!

FACULTY SHOWCASE
Saturday, August 30th, 2014 - 8:00pm
Sunday, August 31st, 2014 - 4:00pm

TICKETS $18 General / $15 Students & Seniors
Tickets available online at peridance.com or at the door


STUDENT SHOWCASE
Sunday, Sunday, August 31st, 2014 - 7:00pm

TICKETS $15 General / $12 Students & Seniors
Tickets ONLY AVAILABLE at the door or in the Peridance Office


Peridance brings together the amazing choreography and talent by faculty instructors in an array of styles including contemporary, jazz, tap, and modern!

Featuring Works by Faculty Members:

Vanessa MartÌ_nez de BaÌ±os and Ashley Carter/DoubleTake Dance
Julia Ehrstrand
Marijke Elisaberg & Jana Hicks/The Next Stage Project
Mike Esperanza
Yuki Hasegawa/Azul Dance Theatre
Yesid Lopez
Chris Masters Dance
Sue Samuels
Aaron Tolson/Speaking in Taps
