neighborhood,time of event,event description,art event indicator
Northwest Queens,2016-10-29T14:00:00-0400,"FLOW is an annual art exhibition at the Park's southern end. RIPAÛªs goal is to foster appreciation of the shoreline through artistic expression, while calling visitors to interact with and care for the IslandÛªs environment. Each year, FLOW features site-specific projects by participants in the Bronx MuseumÛªs Artists in the Marketplace (AIM) program for emerging artists. Come meet the artists and hear more about their inspirations and challenges in creating these unique pieces of outdoor public art.

 This is a FREE event.
 Location: The base of the 103rd Street Footbridge
Map: https://www.google.com/maps/d/u/0/edit?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",0
Northwest Queens,2016-10-29T10:00:00-0400,"FLOW is an annual art exhibition at the Park's southern end. RIPAÛªs goal is to foster appreciation of the shoreline through artistic expression, while calling visitors to interact with and care for the IslandÛªs environment. Each year, FLOW features site-specific projects by participants in the Bronx MuseumÛªs Artists in the Marketplace (AIM) program for emerging artists. Come meet the artists and hear more about their inspirations and challenges in creating these unique pieces of outdoor public art.

 This is a FREE event.
 Location: The base of the 103rd Street Footbridge
Map: https://www.google.com/maps/d/u/0/edit?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",0
Northwest Queens,2016-10-29T10:00:00-0400,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
Northwest Queens,2016-10-29T09:00:00-0400,"Join the RandallÛªs Island Park Alliance on Saturday, October 29, 2016  as we Run the River to protect and restore RandallÛªs IslandÛªs beautiful shoreline and wetland areas which provide habitat for endangered species, improve water quality, and offer space to host environmental education programs.  Whether youÛªre an athlete in training or just want to enjoy the great outdoors, Run the River is open to runners and walkers of all ages and experience!

This exciting event features:

- Scenic, certified 5K race course
- Chip-timed race results
- ChildrenÛªs Fun Run (all participants receive a medal!)
- Post-Race Party
- Cash awards for top 5K finishers
-
* On event day, registration begins at 9:00 AM and the race begins at 10:00 AM. Each runner will receive a race-day t-shirt and more. 

REGISTER HERE:  rtr16.eventbrite.com


To become a sponsor or if you have questions, please contact Amanda Dorn at amanda.dorn@randallsisland.org or by phone at (212) 830-7775.",1
Northwest Queens,2016-10-27T18:00:00-0400,"This weekly event is an opportunity for adult runners and walkers of all abilities to utilize world-class Icahn Stadium! Once a month, Open Run Nights will also feature a free introductory running form seminar.

Location: Icahn Stadium
Map: https://www.google.com/maps/d/u/0/viewer?mid=1R2MI-P0HANea1iuhEgBmaVPXnok
Schedule: Every Thursday (June 23 through October 27)",0
Northwest Queens,2016-10-27T11:00:00-0400,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
Northwest Queens,2016-10-20T18:00:00-0400,"This weekly event is an opportunity for adult runners and walkers of all abilities to utilize world-class Icahn Stadium! Once a month, Open Run Nights will also feature a free introductory running form seminar.

Location: Icahn Stadium
Map: https://www.google.com/maps/d/u/0/viewer?mid=1R2MI-P0HANea1iuhEgBmaVPXnok
Schedule: Every Thursday (June 23 through October 27)",0
Northwest Queens,2016-10-20T11:00:00-0400,"Stretching along the East River near the iconic Hell Gate Bridge, our Wildflower Meadow is home to an array of native and ornamental plants that provide food and shelter for bees, butterflies, birds, and other wildlife. Join an experienced member of the Alliance's Horticulture Department for a stroll through the meadow. Smell the flowers, search high and low for meadow residents, and take in the breathtaking views.

This is a FREE event.
Meets at the base of the 103rd Street Footbridge.
https://www.google.com/maps/d/u/0/edit?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",0
Northwest Queens,2016-10-20T11:00:00-0400,"Join us for a guided walk along our waterfront to view the gorgeous fall colors in our horticultural areas and wetlands!

Participants can learn about why changes in leaf color occur, the chemical representation of each of the colors, and why the leaves of different species turn different hues. In addition to the breathtaking views along the waterfront, participants will be guided through our salt marsh and our recently completed woodland path! Hot beverages will be provided.",0
Northwest Queens,2016-10-15T14:00:00-0400,"Randall's Island has a rich and unique history. Did you know that the Island was once three separate land masses? Come learn more about the influential people, the bridges, and the landscape changes that transformed the Island into the beautiful park it is today!

Meeting Location: Base of the103rd Street Bridge
Map: https://www.google.com/maps/d/u/0/viewer?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",0
Northwest Queens,2016-10-15T09:00:00-0400,"The American Heart Association recommends that adults get 150 minutes or more of moderate-intensity physical activity each week. Come walk Randall's Island, get a free pedometer and map, and make exploring and enjoying our pathways a part of meeting that goal! 

Meeting Location: Base of the 103rd St. Bridge
https://www.google.com/maps/d/u/0/edit?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",0
Northwest Queens,2016-10-13T18:00:00-0400,"This weekly event is an opportunity for adult runners and walkers of all abilities to utilize world-class Icahn Stadium! Once a month, Open Run Nights will also feature a free introductory running form seminar.

Location: Icahn Stadium
Map: https://www.google.com/maps/d/u/0/viewer?mid=1R2MI-P0HANea1iuhEgBmaVPXnok
Schedule: Every Thursday (June 23 through October 27)",0
Northwest Queens,2016-10-08T14:00:00-0400,"Join us for a tour of our flagship salt marsh! Learn about the ecology of the space, view wildlife up close, and learn how the islandÛªs history has shaped our natural areas. Meets at Little Hell Gate Salt Marsh. 

This is a FREE event.
Map: https://www.google.com/maps/d/u/0/edit?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",0
Northwest Queens,2016-10-08T10:00:00-0400,"Join us for a tour of our flagship salt marsh! Learn about the ecology of the space, view wildlife up close, and learn how the islandÛªs history has shaped our natural areas. Meets at Little Hell Gate Salt Marsh. 

This is a FREE event.
Map: https://www.google.com/maps/d/u/0/edit?mid=1R2MI-P0HANea1iuhEgBmaVPXnok",0
Northwest Queens,2016-10-06T18:00:00-0400,"This weekly event is an opportunity for adult runners and walkers of all abilities to utilize world-class Icahn Stadium! Once a month, Open Run Nights will also feature a free introductory running form seminar.

Location: Icahn Stadium
Map: https://www.google.com/maps/d/u/0/viewer?mid=1R2MI-P0HANea1iuhEgBmaVPXnok
Schedule: Every Thursday (June 23 through October 27)",0
Northwest Queens,2012-04-11T18:00:00-0700,"All are invited to attend. More here: http://www.un.org/en/preventgenocide/rwanda/2012/img/2012SweetDreams.png

The memorial ceremony at UN Headquarters will be held on Wednesday, 11 April 2012, from 6:00 to 7:30 p.m., in the ECOSOC Chamber. Only those who will have confirmed their participation will be attending, so please R.S.V.P.: https://docs.google.com/spreadsheet/viewform?formkey=dEFQNC1IVXlSMHpIa1RlaUprWjR5NVE6MA

The film screening will take place on Thursday, 12 April 2012, from 6:30 - 8:30 p.m., in the ECOSOC Chamber at UN Headquarters, New York. To attend, please R.S.V.P. here: https://docs.google.com/spreadsheet/viewform?formkey=dGl0Qkh2Vkp5UkhrcFVOa0dPcjVoZ3c6MQ

The event is organized by the UN Department of Public Information, in cooperation with the Permanent Mission of the Republic of Rwanda to the UN.",0
Northwest Queens,2012-02-28T19:00:00-0800,"A Concert featuring UNICEF Goodwill Ambassador Angelique Kidjo presented by the Permanent Mission of Italy to the United Nations in cooperation with the United Nations, UNFPA and UNICEF.

If you're in the New York area and would like to be entered into a lottery to receive a pair of tickets, leave a comment here detailing your support for ending female genital mutilation/cutting. 

To learn more about the issue and to make a difference, visit the concert web site here: http://www.un.org/en/endfgm/

The concert will be streamed live through the official UN Webcast: http://www.unmultimedia.org/tv/webcast/index.html",0
Northwest Queens,2011-11-22T10:00:00-0800,"In the lead-up to the UN Conference on Sustainable Development (Rio+20)  to take place in Rio de Janeiro in June 2012, UN Secretary-General Ban Ki-moon is launching a global conversation on issues of sustainability and the future we want.

YOU can also be part of this global conversation.

What are your questions, plans, expectations or comments? 

Post them here and we will share them with the panelists. Selected questions will be answered at the event.

More: http://bit.ly/ucqtdV",1
